backbone_id,member_count_train,member_count_total,n_countries_train,n_countries_test,refseq_share_train,insd_share_train,split_year,backbone_assignment_mode,max_resolved_year_train,min_resolved_year_test,spread_severity_bin,n_train_macro_regions,genus_purity_train,family_purity_train,mobility_purity_train,replicon_purity_train,backbone_purity_score,mean_n_replicon_types_train,multi_replicon_fraction_train,primary_replicon_diversity_train,plasmidfinder_presence_fraction_train,plasmidfinder_mean_type_count_train,plasmidfinder_multi_type_fraction_train,plasmidfinder_mean_max_identity_train,plasmidfinder_mean_coverage_train,plasmidfinder_dominant_type_purity_train,plasmidfinder_support_score,plasmidfinder_complexity_score,assignment_primary_fraction,assignment_confidence_score,pmlst_presence_fraction_train,pmlst_scheme_purity_train,pmlst_st_purity_train,pmlst_allele_purity_train,pmlst_coherence_score,mean_pmid_count_train,max_pmid_count_train,clinical_context_fraction_train,environmental_context_fraction_train,host_associated_context_fraction_train,food_context_fraction_train,pathogenic_context_fraction_train,ecology_context_diversity_train,ecology_context_score,mash_neighbor_distance_train_mean,coherence_score,mobility_dominance,replicon_dominance,topology_dominance,relaxase_support,mpf_support,orit_support,mobilizable_support,support_shrinkage,T_raw,T_eff,host_observation_count,host_taxon_signature_count,genus_unique_count,H_genus_richness_norm,family_unique_count,order_unique_count,class_unique_count,phylum_unique_count,H_genus_norm,phylo_breadth_score,phylo_pairwise_dispersion_score,phylo_breadth_augmented_score,host_taxon_evenness_score,host_support_factor,predicted_host_range_score,reported_host_range_score,H_external_host_range_score,H_external_host_range_support,H_obs,H_obs_basic,H_support,H_raw,H_phylogenetic_raw,H_augmented_raw,H_phylogenetic_augmented_raw,H_eff,H_phylogenetic_eff,H_augmented_eff,H_phylogenetic_augmented_eff,mean_amr_class_count,mean_amr_gene_count,mdr_proxy_fraction,xdr_proxy_fraction,mean_last_resort_convergence_score,mean_amr_mechanism_diversity_proxy,mean_amr_clinical_threat_score,A_consistency,A_recurrence,amr_support_factor,canonical_member_count_train,amr_class_richness_norm,amr_gene_burden_norm,amr_clinical_threat_norm,A_content_raw,A_raw,A_eff,T_eff_norm,H_eff_norm,H_obs_norm,H_breadth_norm,H_support_norm,H_external_host_range_norm,H_augmented_norm,host_phylogenetic_dispersion_norm,host_taxon_evenness_norm,H_phylogenetic_norm,H_phylogenetic_augmented_norm,A_eff_norm,A_recurrence_norm,T_raw_norm,A_raw_norm,support_shrinkage_norm,amr_support_norm,backbone_purity_norm,assignment_confidence_norm,pmlst_coherence_norm,clinical_context_fraction_norm,pathogenic_context_fraction_norm,pmlst_presence_norm,plasmidfinder_support_norm,plasmidfinder_complexity_norm,ecology_context_diversity_norm,ecology_context_norm,mash_neighbor_distance_train_norm,H_obs_specialization_norm,H_specialization_norm,H_phylogenetic_specialization_norm,H_phylogenetic_augmented_specialization_norm,H_augmented_specialization_norm,amr_load_density_norm,amr_mdr_proxy_norm,amr_xdr_proxy_norm,last_resort_convergence_norm,amr_mechanism_diversity_norm,amr_clinical_escalation_norm,clinical_context_sparse_penalty_norm,external_t_synergy_norm,T_A_synergy_norm,T_H_obs_synergy_norm,A_H_obs_synergy_norm,T_coherence_synergy_norm,H_A_synergy_norm,clinical_A_synergy_norm,clinical_weapon_synergy_norm,endemic_resistance_norm,H_evenness_T_synergy_norm,host_support_observed_flag,external_host_support_observed_flag,amr_support_observed_flag,pmlst_support_observed_flag,context_support_observed_flag,metadata_support_depth_norm,metadata_missingness_burden,context_support_guard_norm,silent_carrier_risk_norm,mean_n_replicon_types_norm,replicon_architecture_norm,amr_burden_latent_norm,amr_burden_saturation_norm,replicon_multiplicity_latent_norm,replicon_multiplicity_saturation_norm,host_range_latent_norm,host_range_saturation_norm,eco_clinical_context_latent_norm,eco_clinical_context_saturation_norm,monotonic_latent_priority_index,strict_priority_index,strict_operational_priority_index,legacy_geometric_priority_index,arithmetic_priority_index,priority_index,operational_priority_index,bio_priority_index,evidence_support_index,log1p_member_count_train,log1p_n_countries_train,H_support_norm_residual,amr_support_norm_residual,label_geo_spread,n_new_countries_future,year,geo_country_record_count_train,geo_country_entropy_train,geo_macro_region_entropy_train,geo_dominant_region_share_train,knownness_score,region,host_genus,mean_antibiotic_pressure,max_health_exp,tourist_entropy,country_slope_train,host_breadth_slope_train,mobility_shift_slope_train,recent_expansion_flag,other_amr_count,colistin_resistance_count,carbapenemase_count,amr_class_shannon,esbl_count
AA436,3,66,2,12,1.0,0.0,2015,training_only,2014.0,2016.0,3.0,2,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8333333333333333,3.3333333333333335,1.0,0.3333333333333333,1.0,2.0,1.0,0.9995333333333334,1.0,0.6666666666666666,0.8498366666666666,0.7666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.2083333333333333,0.0,0.8888888888888888,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,0.5,0.7692307692307693,0.3846153846153846,3.0,2.0,2.0,0.2886024940798983,1.0,1.0,1.0,1.0,0.2874797872880345,0.2420987598590409,0.4,0.2973641939083766,0.9182958340544894,0.2483869903932707,0.6666666666666666,0.5333333333333333,0.6,1.0,0.2801814000468589,0.2528082526233661,0.6241934951966354,0.2528082526233661,0.2801814000468589,0.3894675231312871,0.4100107803803643,0.1748874073843356,0.1748874073843356,0.2431030945288945,0.2559260620739196,4.666666666666667,6.333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,4.333333333333333,0.5238095238095238,1.0,0.5,3.0,0.8195777351247601,0.8148148148148148,0.7467532467532467,0.8171962749697874,0.6542592694420469,0.32712963472102347,0.9389701207883026,0.9535701723531481,0.9549771368272951,0.9556806190643686,0.8138002773925104,0.8694714131607335,0.9729159338726697,0.584958217270195,0.3370473537604457,0.9549771368272951,0.9729159338726697,0.8268398268398268,1.0,0.9453273998728544,0.5606060606060606,0.926490984743412,0.8289241622574955,0.33321775312066576,1.0,0.0,0.0,0.0,0.0,0.13221884498480244,0.9209726443768997,0.9916782246879334,0.8495145631067961,0.0,0.045022863172704874,0.04431938093563137,0.045022863172704874,0.027084066127330275,0.027084066127330275,0.656084656084656,0.17708333333333334,0.2653061224489796,0.0,1.0,0.15924744897959184,0.0,0.81640767783751,0.7763778920803713,0.8966949975167926,0.7896131304502743,0.83464010736738,0.036645029258465765,0.0,0.034408587549112475,0.04431938093563137,0.862252350221539,1.0,1.0,1.0,0.0,1.0,0.7573729045735518,0.24262709542644822,0.0,0.12709038331861575,0.9951409135082604,0.8644800777453838,0.6923520923520923,0.9349826013837838,0.936343537414966,0.9953370604227058,0.9086299892125134,0.9962651280921859,0.44625520110957007,0.6025967703175634,0.7359771860292574,0.9046389289902029,0.9046389289902029,0.9046389289902029,0.9064600399937591,0.9064600399937591,0.9064600399937591,0.8205380265144279,0.8777075735004538,1.3862943611198906,1.0986122886681098,0.40084646842948024,0.4796642133615432,1,10,2014.0,3.0,1.0986122886681098,0.6931471805599453,0.5,0.7119908905669422,unknown,Klebsiella,0.0,0.0,0.0,0.7,0.2833333333333333,0.0,1.0,337.0,0.0,0.0,-0.0,0.0
AG670,1,1,1,0,1.0,0.0,2015,training_only,2012.0,,0.0,1,1.0,1.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0875,0.0,0.6666666666666666,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.3076923076923077,0.0769230769230769,1.0,1.0,1.0,0.1820879004699382,1.0,1.0,1.0,1.0,0.2489647988659845,0.2420987598590409,0.0,0.1573641939083766,0.0,0.080872442763237,0.2,0.0,0.2,1.0,0.0197934698537438,0.0245507777990862,0.5404362213816185,0.0245507777990862,0.0197934698537438,0.0700725021660939,0.0629181529508676,0.0106971080557883,0.0106971080557883,0.037869718293399,0.0340032488370776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05912269548633185,0.27506155469574395,0.8909602532536054,0.9303552585297221,0.22052704576976423,0.6382596188421431,0.6362996834329934,0.0,0.0,0.8909602532536054,0.620823074217376,0.0,0.0,0.101716465352829,0.0,0.7222607489597781,0.0,0.3224687933425798,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9115811373092927,0.7773925104022191,0.0,0.1090397467463946,0.06964474147027788,0.1090397467463946,0.37917692578262396,0.36370031656700663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773562908602626,0.0,0.05267597174353802,0.0,0.03941513032422123,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3373370319001387,0.6626629680998612,0.0,0.0,0.0,0.0,0.0,0.007033587154995136,0.0,0.01798620996209155,0.7467817331895001,0.9814364508877977,0.4102115117891817,0.5229597434453729,0.1917655770694678,0.0,0.0,0.0,0.11139475006069194,0.11139475006069194,0.11139475006069194,0.3440239079608504,0.36113037447988905,0.6931471805599453,0.6931471805599453,-0.1217765084613544,-0.12611834050180384,0,0,2012.0,1.0,0.6931471805599453,0.0,1.0,0.4992857142857143,unknown,Desulfosporosinus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB557,2,12,1,6,1.0,0.0,2015,training_only,2009.0,2021.0,3.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0875,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.6923076923076923,0.2769230769230769,2.0,1.0,1.0,0.1820879004699382,1.0,1.0,1.0,1.0,0.1760446975548825,0.2420987598590409,0.0,0.1573641939083766,0.0,0.1061993429398816,0.2,0.0,0.2,1.0,0.0166442578454456,0.020644661042942,0.5530996714699408,0.020644661042942,0.0166442578454456,0.0642567678037762,0.0576962006469155,0.0092059335461769,0.0092059335461769,0.0355403971619889,0.0319117496228727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8512396694214877,0.06647907140344707,0.1674287724234963,0.20717551881814983,0.2420249653259362,0.6382596188421431,0.1487864931410482,0.0,0.0,0.1674287724234963,0.12627506155469576,0.0,0.0,0.6554354736172918,0.0,0.8744798890429958,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7249240121580547,0.9115811373092927,0.7773925104022191,0.0,0.8325712275765037,0.7928244811818501,0.8325712275765037,0.8737249384453043,0.8512135068589518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5433119069482706,0.0,0.14252201288942248,0.0,0.8512396694214877,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.34292649098474337,0.6570735090152566,0.0,0.0,0.858600583090379,0.38637026239067057,0.0,0.007033587154995136,0.6460969387755102,0.9213599293000669,0.7467817331895001,0.9814364508877977,0.4102115117891817,0.5229597434453729,0.5638900946530562,0.0,0.0,0.0,0.3059062469416449,0.3059062469416449,0.3059062469416449,0.28753699747848055,0.4372399445214979,1.0986122886681098,0.6931471805599453,-0.26363892428351865,-0.23219673357026402,1,5,2009.0,2.0,0.6931471805599453,0.0,1.0,0.6714632454923718,unknown,Staphylococcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AA781,1,9,1,4,0.0,1.0,2015,training_only,2015.0,2017.0,2.0,1,1.0,1.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.25,0.3375,0.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,1.0,1.0,0.1820879004699382,1.0,1.0,1.0,1.0,0.2489647988659845,0.2420987598590409,0.0,0.1573641939083766,0.0,0.1010349493819969,0.2,0.0,0.2,1.0,0.0197934698537438,0.0245507777990862,0.5505174746909984,0.0245507777990862,0.0197934698537438,0.0700725021660939,0.0629181529508676,0.0108966510392554,0.0108966510392554,0.0385761369377575,0.0346375426747336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34611326064016884,0.8909602532536054,0.9303552585297221,0.2382108183079057,0.6382596188421431,0.6362996834329934,0.0,0.0,0.8909602532536054,0.620823074217376,0.0,0.0,0.0,0.0,0.7222607489597781,0.0,0.3224687933425798,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9115811373092927,0.9875173370319001,0.0,0.1090397467463946,0.06964474147027788,0.1090397467463946,0.37917692578262396,0.36370031656700663,0.0,0.0,0.0,0.0,0.0,0.0,0.2777392510402219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.4419348127600554,0.5580651872399446,0.4419348127600554,0.0,0.0,0.0,0.0,0.007033587154995136,0.0,0.01798620996209155,0.7467817331895001,0.9814364508877977,0.9602115117891817,0.9935800455548944,0.23289172511397543,0.0,0.0,0.0,0.11537108688005628,0.11537108688005628,0.11537108688005628,0.3101184195099074,0.36113037447988905,0.6931471805599453,0.6931471805599453,0.017136622499994952,-0.12081626779034547,1,4,2015.0,1.0,0.6931471805599453,0.0,1.0,0.5515846047156727,unknown,Borreliella,0.0,0.0,0.0,0.4857142857142857,0.0,-2.8548592061789737e-17,0.0,0.0,0.0,0.0,0.0,0.0
AB442,1,24,1,4,1.0,0.0,2015,training_only,2015.0,2020.0,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.8855,1.0,1.0,0.959925,0.2333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0875,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,1.0,1.0,0.1820879004699382,1.0,1.0,1.0,1.0,0.2489647988659845,0.2420987598590409,0.0,0.1573641939083766,0.0,0.057703632190293,1.0,0.2,0.6,1.0,0.0197934698537438,0.0245507777990862,0.5288518160951465,0.0245507777990862,0.0197934698537438,0.1213691339651549,0.1089774376292924,0.0104678124789769,0.0104678124789769,0.0641862869153673,0.0576329158036468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23953570172353147,0.8909602532536054,0.9303552585297221,0.18446601941747573,0.8694714131607335,0.8438269433696799,0.0,0.0,0.8909602532536054,0.835033415406261,0.0,0.0,0.0,0.0,0.7222607489597781,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.32978723404255317,0.7249240121580547,0.9115811373092927,0.7773925104022191,0.0,0.1090397467463946,0.06964474147027788,0.1090397467463946,0.16496658459373903,0.1561730566303201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.32796116504854367,0.6720388349514563,0.0,0.0,0.858600583090379,0.38637026239067057,0.0,0.007033587154995136,0.6460969387755102,0.9213599293000669,0.9086299892125134,0.9962651280921859,0.4102115117891817,0.5229597434453729,0.2821257555015881,0.0,0.0,0.0,0.07984523390784383,0.07984523390784383,0.07984523390784383,0.3101184195099074,0.36113037447988905,0.6931471805599453,0.6931471805599453,-0.1578375348136429,-0.12611834050180384,1,4,2015.0,1.0,0.6931471805599453,0.0,1.0,0.6639805825242717,unknown,Escherichia,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,-3.172065784643304e-17,1.0,0.0,0.0,0.0,0.0,0.0
AE006,1,4,1,2,1.0,0.0,2015,training_only,2008.0,2019.0,1.0,1,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0875,0.0857608,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,1.0,1.0,0.1820879004699382,0.0,1.0,1.0,1.0,0.2489647988659845,0.2546588745055437,0.0,0.1655282684286034,0.0,0.0987292626528676,0.0,0.0,0.0,0.0,0.0203004216842808,0.0251795741565878,0.0493646313264338,0.0251795741565878,0.0203004216842808,0.0251795741565878,0.0203004216842808,0.0010021228322156,0.0010021228322156,0.0012429803951965,0.0010021228322156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007386563489271896,0.9190995427365459,0.9349278930707,0.007281553398058253,0.0,0.02638058389025677,0.0,0.0,0.9190995427365459,0.026028842771720014,0.0,0.0,0.0,0.0,0.7222607489597781,0.0,0.019417475728155338,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9115811373092927,0.7773925104022191,0.4398976982097187,0.08090045726345407,0.06507210692929999,0.08090045726345407,0.97397115722828,0.9736194161097432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.10189320388349515,0.8981067961165048,0.0,0.0,0.0,0.0,0.0,0.007033587154995136,0.0,0.01798620996209155,0.0,0.029312230751356305,0.4102115117891817,0.5229597434453729,0.0755667534495435,0.0,0.0,0.0,0.0024621878297572987,0.0024621878297572987,0.0024621878297572987,0.31164263102356665,0.36113037447988905,0.6931471805599453,0.6931471805599453,-0.3350220008330604,-0.12611834050180384,0,2,2008.0,1.0,0.6931471805599453,0.0,1.0,0.30580097087378644,unknown,Exiguobacterium,0.0,0.0,0.0,0.12087912087912088,0.06043956043956044,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AB072,2,15,1,6,1.0,0.0,2015,training_only,2015.0,2019.0,3.0,1,0.5,1.0,1.0,1.0,0.875,1.0,0.0,0.0,1.0,1.0,0.0,0.9313,1.0,1.0,0.975955,0.2333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1,0.5,0.0,0.0,0.0,0.0,0.5,0.3,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,2.0,2.0,2.0,0.2886024940798983,1.0,1.0,1.0,1.0,0.3520893951097651,0.2420987598590409,0.4,0.2973641939083766,1.0,0.1809504828991293,1.0,1.0,1.0,1.0,0.3235719072486102,0.2919595963752416,0.5904752414495646,0.2919595963752416,0.3235719072486102,0.5403328570198574,0.568833813383672,0.1910612000589192,0.1910612000589192,0.3190531742119334,0.3358822833024003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9648258881463243,0.971157228279986,0.9736194161097432,0.7794729542302358,1.0,0.9919099542736546,0.584958217270195,1.0,0.971157228279986,0.9908547309180443,0.0,0.0,0.0,0.0,0.8744798890429958,0.0,0.37968099861303745,1.0,0.0,0.5327102803738317,0.0,0.0,0.4270516717325228,0.7249240121580547,0.9916782246879334,0.957004160887656,0.0,0.028842771720014038,0.02638058389025677,0.028842771720014038,0.009145269081955676,0.008090045726345418,0.0,0.0,0.0,0.0,0.0,0.0,0.06686585350046019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5826629680998613,0.4173370319001387,0.3103905530999261,0.0,0.858600583090379,0.38637026239067057,0.0,0.007033587154995136,0.6460969387755102,0.9213599293000669,1.0,0.998498817743263,0.7392458553151775,0.9549210253731191,0.32209965401085483,0.0,0.0,0.0,0.3216086293821081,0.3216086293821081,0.3216086293821081,0.3245398053699144,0.4372399445214979,1.0986122886681098,0.6931471805599453,0.2738090646207809,-0.23219673357026402,1,5,2015.0,2.0,0.6931471805599453,0.0,1.0,0.6362517337031901,unknown,Enterobacter,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AF644,1,3,1,1,1.0,0.0,2015,training_only,2012.0,2020.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0875,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.25,0.4615384615384615,0.1153846153846153,1.0,1.0,1.0,0.1820879004699382,1.0,1.0,1.0,1.0,0.2489647988659845,0.2420987598590409,0.0,0.1573641939083766,0.0,0.1476341038730801,0.2,0.0,0.2,1.0,0.0197934698537438,0.0245507777990862,0.5738170519365401,0.0245507777990862,0.0197934698537438,0.0700725021660939,0.0629181529508676,0.01135783051907,0.01135783051907,0.0402087966147648,0.0361035090395591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42657342657342656,0.37354906788603587,0.8909602532536054,0.9303552585297221,0.2659500693481276,0.6382596188421431,0.6362996834329934,0.0,0.0,0.8909602532536054,0.620823074217376,0.0,0.0,0.5772409408773045,0.0,0.7222607489597781,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9115811373092927,0.7773925104022191,0.0,0.1090397467463946,0.06964474147027788,0.1090397467463946,0.37917692578262396,0.36370031656700663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2722645926529422,0.0,0.38005996817111837,0.0,0.42657342657342656,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3491470180305132,0.6508529819694868,0.0,0.0,0.858600583090379,0.38637026239067057,0.0,0.007033587154995136,0.6460969387755102,0.9213599293000669,0.7467817331895001,0.9814364508877977,0.4102115117891817,0.5229597434453729,0.3572778177923222,0.0,0.0,0.0,0.26670749815315414,0.26670749815315414,0.26670749815315414,0.5025320664690088,0.36113037447988905,0.6931471805599453,0.6931471805599453,-0.07635348488299104,-0.12611834050180384,0,1,2012.0,1.0,0.6931471805599453,0.0,1.0,0.6745735090152566,unknown,Methylophaga,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,1.0,6.0,0.0,0.0,-0.0,0.0
AC661,1,1,1,0,1.0,0.0,2015,training_only,2012.0,,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0875,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.25,0.7692307692307693,0.1923076923076923,1.0,1.0,1.0,0.1820879004699382,1.0,1.0,1.0,1.0,0.2489647988659845,0.2420987598590409,0.0,0.1573641939083766,0.0,0.0204984244002211,0.2,0.0,0.2,1.0,0.0197934698537438,0.0245507777990862,0.5102492122001105,0.0245507777990862,0.0197934698537438,0.0700725021660939,0.0629181529508676,0.0100996023995794,0.0100996023995794,0.0357544390271399,0.0321039379762662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7832167832167832,0.1593387266971509,0.8909602532536054,0.9303552585297221,0.12586685159500693,0.6382596188421431,0.6362996834329934,0.0,0.0,0.8909602532536054,0.620823074217376,0.0,0.0,0.9453273998728544,0.0,0.7222607489597781,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9115811373092927,0.7773925104022191,0.0,0.1090397467463946,0.06964474147027788,0.1090397467463946,0.37917692578262396,0.36370031656700663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4998956455267135,0.0,0.6978150235272993,0.0,0.7832167832167832,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3127253814147018,0.6872746185852983,0.0,0.0,0.858600583090379,0.38637026239067057,0.0,0.007033587154995136,0.6460969387755102,0.9213599293000669,0.7467817331895001,0.9814364508877977,0.4102115117891817,0.5229597434453729,0.4214736219881264,0.0,0.0,0.0,0.31418516997131135,0.31418516997131135,0.31418516997131135,0.6252275528008588,0.36113037447988905,0.6931471805599453,0.6931471805599453,-0.2164367026361117,-0.12611834050180384,0,0,2012.0,1.0,0.6931471805599453,0.0,1.0,0.6563626907073509,unknown,Allocoleopsis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AD600,1,6,1,3,1.0,0.0,2015,training_only,2013.0,2021.0,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.25,0.1875,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.25,0.4615384615384615,0.1153846153846153,1.0,1.0,1.0,0.1820879004699382,1.0,1.0,1.0,1.0,0.2489647988659845,0.2420987598590409,0.0,0.1573641939083766,0.0,0.057703632190293,0.2,0.0,0.2,1.0,0.0197934698537438,0.0245507777990862,0.5288518160951465,0.0245507777990862,0.0197934698537438,0.0700725021660939,0.0629181529508676,0.0104678124789769,0.0104678124789769,0.0370579700288698,0.0332743794534185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42657342657342656,0.23953570172353147,0.8909602532536054,0.9303552585297221,0.18446601941747573,0.6382596188421431,0.6362996834329934,0.0,0.0,0.8909602532536054,0.620823074217376,0.0,0.0,0.5772409408773045,0.0,0.7222607489597781,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9115811373092927,0.8307905686546463,0.0,0.1090397467463946,0.06964474147027788,0.1090397467463946,0.37917692578262396,0.36370031656700663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2722645926529422,0.0,0.38005996817111837,0.0,0.42657342657342656,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.42796116504854365,0.5720388349514564,0.0,0.0,0.858600583090379,0.38637026239067057,0.0,0.007033587154995136,0.6460969387755102,0.9213599293000669,0.7467817331895001,0.9814364508877977,0.4102115117891817,0.5229597434453729,0.3572778177923222,0.0,0.0,0.0,0.222036376098986,0.222036376098986,0.222036376098986,0.5025320664690088,0.36113037447988905,0.6931471805599453,0.6931471805599453,-0.1578375348136429,-0.12611834050180384,1,3,2013.0,1.0,0.6931471805599453,0.0,1.0,0.7139805825242718,unknown,Bacillus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
